name,description,lat,lon,country,region,city,website,phone,email,difficulty,max_depth,entry_type,site_type,osm_id,osm_type,tags
Аллея вождей,,45.3337331,32.5691829,,,,,,,,,,,3228465468,node,"{""name"": ""\u0410\u043b\u043b\u0435\u044f \u0432\u043e\u0436\u0434\u0435\u0439"", ""name:uk"": ""\u0410\u043b\u0435\u044f \u0432\u043e\u0436\u0434\u0456\u0432"", ""scuba_diving:entry"": ""boat"", ""scuba_diving:type"": ""attraction"", ""sport"": ""scuba_diving"", ""tourism"": ""attraction""}"
"Дайв-центр ""Одесский стан""",,45.3447192,32.5009826,,,,,,,,,,,3930209607,node,"{""fee"": ""yes"", ""leisure"": ""resort"", ""name"": ""\u0414\u0430\u0439\u0432-\u0446\u0435\u043d\u0442\u0440 \""\u041e\u0434\u0435\u0441\u0441\u043a\u0438\u0439 \u0441\u0442\u0430\u043d\"""", ""name:uk"": ""\u0414\u0430\u0439\u0432-\u0446\u0435\u043d\u0442\u0440 \""\u041e\u0434\u0435\u0441\u044c\u043a\u0438\u0439 \u0441\u0442\u0430\u043d\"""", ""resort"": ""tourist_camp"", ""sport"": ""scuba_diving""}"
200 bar,,51.6776478,39.2424824,,,,,,,,,,,261679290,way,"{""leisure"": ""sports_centre"", ""name"": ""200 bar"", ""sport"": ""scuba_diving""}"
